開催日,競馬場,レース番号,出走時刻,レース名,コース,距離,出走頭数,金額,開催日(年),開催日(月)
2022/01/29,中京,11,15:35,伊賀ステークス,ダート,1200,16,1290,2022,1
2022/01/29,中京,12,16:10,4歳以上2勝クラス,ダート,1400,13,580,2022,1
2022/01/29,小倉,1,09:50,3歳未勝利,ダート,1700,13,270,2022,1
2022/01/29,小倉,2,10:15,3歳未勝利,芝,2000,12,11760,2022,1
2022/01/29,小倉,3,10:45,4歳以上1勝クラス,ダート,1000,13,290,2022,1
2022/01/29,小倉,4,11:15,障害4歳以上未勝利,障害,2860,9,820,2022,1
2022/01/29,小倉,5,12:05,3歳未勝利,芝,2000,13,3940,2022,1
2022/01/29,小倉,6,12:35,3歳未勝利,芝,1200,16,86170,2022,1
2022/01/29,小倉,7,13:05,4歳以上1勝クラス,ダート,1700,16,,2022,1
2022/01/29,小倉,8,13:40,牛若丸ジャンプステークス,障害,3390,14,360,2022,1
2022/01/29,小倉,9,14:15,日田特別,芝,1800,12,3910,2022,1
2022/01/29,小倉,10,14:50,有田特別,ダート,1000,14,26490,2022,1
2022/01/29,小倉,11,15:25,周防灘特別,芝,1200,18,,2022,1
2022/01/29,小倉,12,16:00,4歳以上1勝クラス,芝,1200,17,2740,2022,1
2022/01/29,東京,1,10:05,3歳未勝利,ダート,1400,16,6810,2022,1
2022/01/29,東京,2,10:35,3歳新馬,ダート,1400,16,110,2022,1
2022/01/29,東京,3,11:05,3歳未勝利,ダート,1600,16,240,2022,1
2022/01/29,東京,4,11:35,3歳1勝クラス,ダート,1600,16,,2022,1
2022/01/29,東京,5,12:25,3歳未勝利,芝,1800,16,2500,2022,1
2022/01/29,東京,6,12:55,3歳新馬,芝,1600,16,7510,2022,1
2022/01/29,東京,7,13:25,4歳以上1勝クラス,ダート,1400,16,7940,2022,1
2022/01/29,東京,8,14:00,4歳以上2勝クラス,ダート,2100,16,5680,2022,1
2022/01/29,東京,9,14:35,白嶺ステークス,ダート,1600,14,1350,2022,1
2022/01/29,東京,10,15:10,クロッカスステークス,芝,1400,10,2980,2022,1
2022/01/29,東京,11,15:45,白富士ステークス,芝,2000,14,8360,2022,1
2022/01/29,東京,12,16:25,4歳以上1勝クラス,芝,1800,15,3460,2022,1
2022/01/23,中京,1,10:01,3歳未勝利,ダート,1900,11,1770,2022,1
2022/01/23,中京,2,10:30,3歳未勝利,ダート,1400,14,6230,2022,1
2022/01/23,中京,3,11:00,3歳新馬,ダート,1200,13,,2022,1
2022/01/23,中京,4,11:30,3歳1勝クラス,ダート,1800,11,280,2022,1
2022/01/23,中京,5,12:20,3歳未勝利,芝,2200,9,7910,2022,1
2022/01/23,中京,6,12:50,3歳新馬,芝,1600,16,180,2022,1
2022/01/23,中京,7,13:20,4歳以上1勝クラス,ダート,1200,13,,2022,1
2022/01/23,中京,8,13:50,4歳以上1勝クラス,ダート,1900,12,690,2022,1
2022/01/23,中京,9,14:25,西尾特別,芝,2000,9,550,2022,1
2022/01/23,中京,10,15:01,賢島特別,芝,1400,12,160,2022,1
2022/01/23,中京,11,15:35,東海テレビ杯東海ステークス,ダート,1800,16,150,2022,1
2022/01/23,中京,12,16:10,4歳以上2勝クラス,ダート,1200,16,,2022,1
2022/01/23,中山,1,10:10,3歳未勝利,ダート,1200,16,6830,2022,1
2022/01/23,中山,2,10:40,3歳未勝利,ダート,1800,13,1890,2022,1
2022/01/23,中山,3,11:10,3歳未勝利,ダート,1800,11,2810,2022,1
2022/01/23,中山,4,11:40,4歳以上1勝クラス,ダート,1200,16,1250,2022,1
2022/01/23,中山,5,12:30,3歳未勝利,芝,2200,11,2890,2022,1
2022/01/23,中山,6,13:00,3歳新馬,芝,2000,13,,2022,1
2022/01/23,中山,7,13:30,4歳以上1勝クラス,ダート,1800,10,920,2022,1
2022/01/23,中山,8,14:01,4歳以上2勝クラス,ダート,1200,16,460,2022,1
2022/01/23,中山,9,14:35,若竹賞,芝,1800,11,,2022,1
2022/01/23,中山,10,15:10,江戸川ステークス,ダート,1200,12,910,2022,1
2022/01/23,中山,11,15:45,アメリカジョッキークラブカップ,芝,2200,14,410,2022,1
2022/01/23,中山,12,16:25,4歳以上2勝クラス,芝,1600,9,3720,2022,1
2022/01/23,小倉,1,09:50,3歳未勝利,ダート,1700,14,250,2022,1
2022/01/23,小倉,2,10:20,3歳未勝利,芝,1800,16,6730,2022,1
2022/01/23,小倉,3,10:50,4歳以上1勝クラス,ダート,1000,13,520,2022,1
2022/01/23,小倉,4,11:20,障害4歳以上未勝利,障害,2860,12,1490,2022,1
2022/01/23,小倉,5,12:10,3歳新馬,芝,1800,16,,2022,1
2022/01/23,小倉,6,12:40,3歳未勝利,芝,1200,18,5930,2022,1
2022/01/23,小倉,7,13:10,3歳未勝利,芝,2000,14,18870,2022,1
2022/01/23,小倉,8,13:40,4歳以上1勝クラス,ダート,1700,16,580,2022,1
2022/01/23,小倉,9,14:15,八幡特別,芝,1200,16,270,2022,1
2022/01/23,小倉,10,14:50,海の中道特別,芝,2600,12,130,2022,1
2022/01/23,小倉,11,15:25,豊前ステークス,ダート,1700,14,,2022,1
2022/01/23,小倉,12,16:01,4歳以上1勝クラス,芝,2000,15,2970,2022,1
2022/01/22,中京,1,10:00,3歳未勝利,ダート,1800,11,620,2022,1
2022/01/22,中京,2,10:30,3歳未勝利,ダート,1200,16,6650,2022,1
2022/01/22,中京,3,11:00,3歳新馬,ダート,1800,14,830,2022,1
2022/01/22,中京,4,11:30,3歳1勝クラス,ダート,1400,8,3670,2022,1
2022/01/22,中京,5,12:20,3歳未勝利,芝,2000,7,5530,2022,1
2022/01/22,中京,6,12:55,3歳未勝利,芝,1600,15,180,2022,1
2022/01/22,中京,7,13:25,4歳以上1勝クラス,芝,2200,9,1010,2022,1
2022/01/22,中京,8,13:55,4歳以上2勝クラス,ダート,1900,9,2580,2022,1
2022/01/22,中京,9,14:25,遠州灘ステークス,ダート,1800,10,200,2022,1
2022/01/22,中京,10,15:00,若駒ステークス,芝,2000,7,640,2022,1
2022/01/22,中京,11,15:35,長篠ステークス,芝,1600,7,4810,2022,1
2022/01/22,中京,12,16:10,4歳以上1勝クラス,ダート,1400,13,1340,2022,1
2022/01/22,中山,1,10:10,3歳未勝利,ダート,1200,16,700,2022,1
2022/01/22,中山,2,10:40,3歳未勝利,ダート,1800,13,10360,2022,1
2022/01/22,中山,3,11:10,3歳新馬,ダート,1200,16,270,2022,1
2022/01/22,中山,4,11:40,3歳新馬,ダート,1800,16,760,2022,1
2022/01/22,中山,5,12:30,3歳未勝利,芝,1600,16,8840,2022,1
2022/01/22,中山,6,13:05,3歳未勝利,芝,2000,14,260,2022,1
2022/01/22,中山,7,13:35,3歳1勝クラス,ダート,1200,16,12570,2022,1
2022/01/22,中山,8,14:05,4歳以上1勝クラス,ダート,1800,14,150,2022,1
2022/01/22,中山,9,14:35,東雲賞,芝,1800,7,1990,2022,1
2022/01/22,中山,10,15:10,初茜賞,ダート,1800,13,3030,2022,1
2022/01/22,中山,11,15:45,初富士ステークス,芝,2000,11,130,2022,1
2022/01/22,中山,12,16:25,4歳以上1勝クラス,芝,2200,11,740,2022,1
2022/01/22,小倉,1,09:50,3歳未勝利,ダート,1700,13,1260,2022,1
2022/01/22,小倉,2,10:20,3歳未勝利,芝,1800,16,18670,2022,1
2022/01/22,小倉,3,10:50,3歳未勝利,ダート,1000,14,110,2022,1
2022/01/22,小倉,4,11:20,障害4歳以上オープン,障害,2860,12,1290,2022,1
2022/01/22,小倉,5,12:10,障害4歳以上未勝利,障害,2860,11,340,2022,1
2022/01/22,小倉,6,12:45,3歳未勝利,芝,2000,14,2530,2022,1
2022/01/22,小倉,7,13:15,4歳以上1勝クラス,ダート,1700,16,11580,2022,1
2022/01/22,小倉,8,13:45,4歳以上1勝クラス,芝,2600,11,8040,2022,1
2022/01/22,小倉,9,14:15,萌黄賞,芝,1200,13,1090,2022,1
2022/01/22,小倉,10,14:50,鳥栖特別,芝,1800,15,3520,2022,1
2022/01/22,小倉,11,15:25,小倉城特別,ダート,1700,16,9430,2022,1
2022/01/22,小倉,12,16:00,4歳以上1勝クラス,芝,1200,18,1200,2022,1
2022/01/16,中京,1,10:01,3歳未勝利,ダート,1200,14,2640,2022,1
2022/01/16,中京,2,10:30,3歳未勝利,ダート,1800,9,1880,2022,1
2022/01/16,中京,3,11:00,3歳未勝利,ダート,1400,12,1120,2022,1
2022/01/16,中京,4,11:30,3歳新馬,ダート,1800,14,520,2022,1
2022/01/16,中京,5,12:20,3歳未勝利,芝,2000,11,140,2022,1
2022/01/16,中京,6,12:50,4歳以上1勝クラス,ダート,1800,10,1950,2022,1
2022/01/16,中京,7,13:20,4歳以上1勝クラス,芝,1600,14,2170,2022,1
2022/01/16,中京,8,13:50,梅花賞,芝,2200,5,1420,2022,1
2022/01/16,中京,9,14:25,4歳以上2勝クラス,芝,1400,14,9510,2022,1
2022/01/16,中京,10,15:01,遠江ステークス,ダート,1400,16,1450,2022,1
2022/01/16,中京,11,15:35,日経新春杯,芝,2200,16,7720,2022,1
2022/01/16,中京,12,16:10,4歳以上2勝クラス,ダート,1400,15,250,2022,1
2022/01/16,中山,1,10:10,3歳未勝利,ダート,1200,16,,2022,1
2022/01/16,中山,2,10:40,3歳未勝利,ダート,1800,15,320,2022,1
2022/01/16,中山,3,11:10,3歳未勝利,ダート,1800,16,,2022,1
2022/01/16,中山,4,11:40,3歳新馬,ダート,1800,14,110,2022,1
2022/01/16,中山,5,12:30,3歳未勝利,芝,1600,16,3330,2022,1
2022/01/16,中山,6,13:00,3歳新馬,芝,1600,16,,2022,1
2022/01/16,中山,7,13:30,4歳以上1勝クラス,ダート,1200,16,12000,2022,1
2022/01/16,中山,8,14:01,4歳以上1勝クラス,ダート,1800,12,110,2022,1
2022/01/16,中山,9,14:35,サンライズステークス,芝,1200,16,18300,2022,1
2022/01/16,中山,10,15:10,ジャニュアリーステークス,ダート,1200,16,19310,2022,1
2022/01/16,中山,11,15:45,京成杯,芝,2000,16,,2022,1
2022/01/16,中山,12,16:20,4歳以上2勝クラス,芝,1200,14,,2022,1
2022/01/16,小倉,1,09:50,3歳未勝利,ダート,1700,9,900,2022,1
2022/01/16,小倉,2,10:20,3歳未勝利,芝,1200,18,300,2022,1
2022/01/16,小倉,3,10:50,4歳以上1勝クラス,ダート,1000,13,150,2022,1
2022/01/16,小倉,4,11:20,障害4歳以上未勝利,障害,2860,11,820,2022,1
2022/01/16,小倉,5,12:10,3歳新馬,芝,1200,16,,2022,1
2022/01/16,小倉,6,12:40,3歳未勝利,芝,1800,15,3380,2022,1
2022/01/16,小倉,7,13:10,3歳1勝クラス,ダート,1700,12,4420,2022,1
2022/01/16,小倉,8,13:40,4歳以上1勝クラス,芝,1200,15,3540,2022,1
2022/01/16,小倉,9,14:15,宇佐特別,芝,1800,14,2710,2022,1
2022/01/16,小倉,10,14:50,小郡特別,芝,1200,13,1560,2022,1
2022/01/16,小倉,11,15:25,門司ステークス,ダート,1700,15,270,2022,1
2022/01/16,小倉,12,16:01,4歳以上1勝クラス,芝,2000,12,,2022,1
2022/01/15,中京,1,10:00,3歳未勝利,ダート,1800,10,1050,2022,1
2022/01/15,中京,2,10:30,3歳未勝利,ダート,1400,13,2060,2022,1
2022/01/15,中京,3,11:00,3歳未勝利,ダート,1900,9,430,2022,1
2022/01/15,中京,4,11:30,3歳新馬,ダート,1400,16,2040,2022,1
2022/01/15,中京,5,12:20,3歳未勝利,芝,1400,18,1950,2022,1
2022/01/15,中京,6,12:55,3歳新馬,芝,2000,12,2700,2022,1
2022/01/15,中京,7,13:25,3歳1勝クラス,ダート,1200,11,6540,2022,1
2022/01/15,中京,8,13:55,4歳以上2勝クラス,ダート,1800,12,6950,2022,1
2022/01/15,中京,9,14:25,渥美特別,芝,2000,10,2220,2022,1
2022/01/15,中京,10,15:00,紅梅ステークス,芝,1400,9,2490,2022,1
2022/01/15,中京,11,15:35,愛知杯,芝,2000,16,26280,2022,1
2022/01/15,中京,12,16:10,4歳以上1勝クラス,ダート,1200,15,6320,2022,1
2022/01/15,中山,1,10:10,3歳未勝利,ダート,1200,16,140,2022,1
2022/01/15,中山,2,10:40,3歳未勝利,ダート,1800,16,2630,2022,1
2022/01/15,中山,3,11:10,3歳未勝利,ダート,1200,16,440,2022,1
2022/01/15,中山,4,11:40,3歳新馬,ダート,1800,8,5260,2022,1
2022/01/15,中山,5,12:30,3歳未勝利,芝,2000,13,1710,2022,1
2022/01/15,中山,6,13:05,4歳以上1勝クラス,ダート,1800,10,610,2022,1
2022/01/15,中山,7,13:35,4歳以上1勝クラス,ダート,1200,16,4570,2022,1
2022/01/15,中山,8,14:05,4歳以上2勝クラス,ダート,1800,15,650,2022,1
2022/01/15,中山,9,14:35,菜の花賞,芝,1600,11,350,2022,1
2022/01/15,中山,10,15:10,アレキサンドライトステークス,ダート,1800,12,11010,2022,1
2022/01/15,中山,11,15:45,カーバンクルステークス,芝,1200,16,,2022,1
2022/01/15,中山,12,16:20,4歳以上2勝クラス,芝,2200,11,2100,2022,1
2022/01/15,小倉,1,09:50,3歳未勝利,ダート,1700,9,6190,2022,1
2022/01/15,小倉,2,10:20,3歳未勝利,芝,1200,18,1990,2022,1
2022/01/15,小倉,3,10:50,3歳未勝利,ダート,1000,14,24220,2022,1
2022/01/15,小倉,4,11:20,障害4歳以上未勝利,障害,2860,12,520,2022,1
2022/01/15,小倉,5,12:10,障害4歳以上未勝利,障害,2860,9,5340,2022,1
2022/01/15,小倉,6,12:45,3歳未勝利,芝,2000,14,5860,2022,1
2022/01/15,小倉,7,13:15,4歳以上1勝クラス,ダート,1700,13,130,2022,1
2022/01/15,小倉,8,13:45,4歳以上1勝クラス,芝,1800,16,2760,2022,1
2022/01/15,小倉,9,14:15,呼子特別,芝,2600,10,1170,2022,1
2022/01/15,小倉,10,14:50,響灘特別,ダート,1700,10,1420,2022,1
2022/01/15,小倉,11,15:25,壇之浦ステークス,芝,1800,12,390,2022,1
2022/01/15,小倉,12,16:00,4歳以上1勝クラス,芝,1200,18,16120,2022,1
2022/01/10,中京,1,10:10,3歳未勝利,ダート,1200,16,1670,2022,1
2022/01/10,中京,2,10:40,3歳未勝利,ダート,1800,10,1370,2022,1
2022/01/10,中京,3,11:10,3歳未勝利,ダート,1400,15,4260,2022,1
2022/01/10,中京,4,11:40,3歳新馬,ダート,1800,15,1260,2022,1
2022/01/10,中京,5,12:30,3歳未勝利,芝,2000,17,350,2022,1
2022/01/10,中京,6,13:01,3歳1勝クラス,芝,1200,10,3230,2022,1
2022/01/10,中京,7,13:30,4歳以上1勝クラス,ダート,1900,11,2230,2022,1
2022/01/10,中京,8,14:00,4歳以上2勝クラス,ダート,1800,10,9170,2022,1
2022/01/10,中京,9,14:35,長良川特別,芝,2200,11,8250,2022,1
2022/01/10,中京,10,15:10,雅ステークス,ダート,1800,10,6590,2022,1
2022/01/10,中京,11,15:45,淀短距離ステークス,芝,1200,17,410,2022,1
2022/01/10,中京,12,16:20,4歳以上1勝クラス,ダート,1400,15,14500,2022,1
2022/01/10,中山,1,09:55,3歳未勝利,ダート,1200,16,5700,2022,1
2022/01/10,中山,2,10:25,3歳未勝利,ダート,1800,16,770,2022,1
2022/01/10,中山,3,10:55,3歳未勝利,ダート,1800,15,140,2022,1
2022/01/10,中山,4,11:25,3歳新馬,ダート,1200,16,,2022,1
2022/01/10,中山,5,12:15,3歳未勝利,芝,2000,17,3090,2022,1
2022/01/10,中山,6,12:45,3歳新馬,ダート,1800,11,780,2022,1
2022/01/10,中山,7,13:15,4歳以上1勝クラス,ダート,1800,16,530,2022,1
2022/01/10,中山,8,13:50,4歳以上2勝クラス,ダート,1200,16,16180,2022,1
2022/01/10,中山,9,14:25,成田特別,ダート,2400,14,150,2022,1
2022/01/10,中山,10,15:01,迎春ステークス,芝,2200,15,14390,2022,1
2022/01/10,中山,11,15:35,フェアリーステークス,芝,1600,16,170,2022,1
2022/01/10,中山,12,16:10,4歳以上1勝クラス,芝,1600,16,460,2022,1
2022/01/09,中京,1,10:10,3歳未勝利,ダート,1800,15,26370,2022,1
2022/01/09,中京,2,10:40,3歳未勝利,ダート,1200,16,3250,2022,1
2022/01/09,中京,3,11:10,3歳未勝利,ダート,1900,15,9780,2022,1
2022/01/09,中京,4,11:40,4歳以上1勝クラス,ダート,1400,16,4420,2022,1
2022/01/09,中京,5,12:30,3歳未勝利,芝,1600,16,240,2022,1
2022/01/09,中京,6,13:00,3歳新馬,芝,2000,11,840,2022,1
2022/01/09,中京,7,13:30,4歳以上1勝クラス,ダート,1800,14,2170,2022,1
2022/01/09,中京,8,14:00,4歳以上1勝クラス,芝,2000,13,5810,2022,1
2022/01/09,中京,9,14:35,濃尾特別,ダート,1800,15,3210,2022,1
2022/01/09,中京,10,15:10,新春ステークス,芝,1400,16,2560,2022,1
2022/01/09,中京,11,15:45,日刊スポーツ賞シンザン記念,芝,1600,15,6630,2022,1
2022/01/09,中京,12,16:20,4歳以上2勝クラス,ダート,1200,16,13590,2022,1
2022/01/09,中山,1,09:55,3歳未勝利,ダート,1200,16,1550,2022,1
2022/01/09,中山,2,10:25,3歳未勝利,ダート,1800,16,170,2022,1
2022/01/09,中山,3,10:55,3歳未勝利,ダート,1200,16,,2022,1
2022/01/09,中山,4,11:25,障害4歳以上未勝利,障害,2880,13,220,2022,1
2022/01/09,中山,5,12:15,3歳未勝利,芝,1600,16,500,2022,1
2022/01/09,中山,6,12:45,3歳新馬,芝,2000,14,1540,2022,1
2022/01/09,中山,7,13:15,4歳以上1勝クラス,ダート,1200,16,2390,2022,1
2022/01/09,中山,8,13:50,4歳以上1勝クラス,ダート,2400,15,160,2022,1
2022/01/09,中山,9,14:25,朱竹賞,芝,1200,12,4810,2022,1
2022/01/09,中山,10,15:00,若潮ステークス,芝,1600,13,,2022,1
2022/01/09,中山,11,15:35,ポルックスステークス,ダート,1800,16,620,2022,1
2022/01/09,中山,12,16:10,4歳以上2勝クラス,芝,1600,14,2880,2022,1
2022/01/08,中京,1,10:10,3歳未勝利,ダート,1800,16,10570,2022,1
2022/01/08,中京,2,10:40,3歳未勝利,ダート,1400,15,,2022,1
2022/01/08,中京,3,11:10,3歳未勝利,ダート,1800,14,,2022,1
2022/01/08,中京,4,11:40,3歳新馬,ダート,1200,15,140,2022,1
2022/01/08,中京,5,12:30,3歳未勝利,芝,2200,17,5060,2022,1
2022/01/08,中京,6,13:00,3歳新馬,芝,1600,16,2760,2022,1
2022/01/08,中京,7,13:30,3歳1勝クラス,ダート,1800,14,1860,2022,1
2022/01/08,中京,8,14:00,4歳以上1勝クラス,ダート,1800,15,950,2022,1
2022/01/08,中京,9,14:35,鳥羽特別,芝,1200,14,150,2022,1
2022/01/08,中京,10,15:10,寿ステークス,芝,2000,10,160,2022,1
2022/01/08,中京,11,15:45,すばるステークス,ダート,1400,16,140,2022,1
2022/01/08,中京,12,16:20,4歳以上1勝クラス,ダート,1200,16,170,2022,1
2022/01/08,中山,1,09:55,3歳未勝利,ダート,1200,16,11140,2022,1
2022/01/08,中山,2,10:25,3歳未勝利,ダート,1800,16,6130,2022,1
2022/01/08,中山,3,10:55,3歳新馬,ダート,1200,15,1300,2022,1
2022/01/08,中山,4,11:25,4歳以上1勝クラス,ダート,1800,16,3890,2022,1
2022/01/08,中山,5,12:15,3歳未勝利,芝,2200,15,4880,2022,1
2022/01/08,中山,6,12:45,3歳新馬,芝,1600,16,15490,2022,1
2022/01/08,中山,7,13:15,4歳以上1勝クラス,ダート,1200,16,130,2022,1
2022/01/08,中山,8,13:50,中山新春ジャンプステークス,障害,3200,14,1260,2022,1
2022/01/08,中山,9,14:25,黒竹賞,ダート,1800,16,170,2022,1
2022/01/08,中山,10,15:00,初春ステークス,ダート,1200,16,210,2022,1
2022/01/08,中山,11,15:35,ニューイヤーステークス,芝,1600,16,220,2022,1
2022/01/08,中山,12,16:10,4歳以上2勝クラス,芝,1800,11,1360,2022,1
2022/01/05,中京,1,10:10,3歳未勝利,ダート,1800,14,2160,2022,1
2022/01/05,中京,2,10:40,3歳未勝利,ダート,1200,15,10740,2022,1
2022/01/05,中京,3,11:10,3歳未勝利,ダート,1900,14,620,2022,1
2022/01/05,中京,4,11:40,4歳以上1勝クラス,ダート,1800,8,250,2022,1
2022/01/05,中京,5,12:30,3歳新馬,芝,2000,14,410,2022,1
2022/01/05,中京,6,13:00,3歳1勝クラス,芝,2000,10,1290,2022,1
2022/01/05,中京,7,13:30,4歳以上2勝クラス,ダート,1900,14,3360,2022,1
2022/01/05,中京,8,14:00,4歳以上2勝クラス,芝,1600,10,810,2022,1
2022/01/05,中京,9,14:35,門松ステークス,ダート,1400,16,5310,2022,1
2022/01/05,中京,10,15:10,万葉ステークス,芝,3000,13,5200,2022,1
2022/01/05,中京,11,15:45,スポーツニッポン賞京都金杯,芝,1600,16,,2022,1
2022/01/05,中京,12,16:20,4歳以上2勝クラス,ダート,1400,16,4100,2022,1
2022/01/05,中山,1,09:55,3歳未勝利,ダート,1200,16,170,2022,1
2022/01/05,中山,2,10:25,3歳未勝利,ダート,1800,16,6990,2022,1
2022/01/05,中山,3,10:55,3歳未勝利,ダート,1800,15,850,2022,1
2022/01/05,中山,4,11:25,3歳新馬,ダート,1800,11,7250,2022,1
2022/01/05,中山,5,12:15,3歳1勝クラス,芝,2000,9,1110,2022,1
2022/01/05,中山,6,12:45,4歳以上1勝クラス,芝,2000,16,150,2022,1
2022/01/05,中山,7,13:15,4歳以上2勝クラス,ダート,1800,16,770,2022,1
2022/01/05,中山,8,13:50,4歳以上2勝クラス,ダート,1200,16,780,2022,1
2022/01/05,中山,9,14:25,招福ステークス,ダート,1800,10,2210,2022,1
2022/01/05,中山,10,15:00,ジュニアカップ,芝,1600,9,9720,2022,1
2022/01/05,中山,11,15:35,日刊スポーツ賞中山金杯,芝,2000,17,51200,2022,1
2022/01/05,中山,12,16:10,4歳以上2勝クラス,芝,2000,10,1270,2022,1
2022/02/27,中山,1,10:10,3歳未勝利,ダート,1200,16,4480,2022,2
2022/02/27,中山,2,10:40,3歳未勝利,ダート,1800,16,300,2022,2
2022/02/27,中山,3,11:10,3歳未勝利,ダート,1200,15,33980,2022,2
2022/02/27,中山,4,11:40,3歳未勝利,ダート,1800,16,820,2022,2
2022/02/27,中山,5,12:30,3歳未勝利,芝,2000,18,410,2022,2
2022/02/27,中山,6,13:00,4歳以上1勝クラス,ダート,1800,16,7660,2022,2
2022/02/27,中山,7,13:30,3歳1勝クラス,芝,1600,10,3510,2022,2
2022/02/27,中山,8,14:00,4歳以上1勝クラス,ダート,1200,16,8170,2022,2
2022/02/27,中山,9,14:35,デイジー賞,芝,1800,9,450,2022,2
2022/02/27,中山,10,15:10,ブラッドストーンステークス,ダート,1200,16,250,2022,2
2022/02/27,中山,11,15:45,中山記念,芝,1800,16,380,2022,2
